,,,,,,,,,,,,,,
,qc_id,식당이�,시도,시군구,주소,카테고�,카테��,경도,위도,x,y,방문횟�,auxiliary_,auxiliar_1
,2283,의성반점,경상북도,성주군,경상북도 성주군 성주읍 시장길 48-1,중식,중식당,1282847248,359142667,128.2847248,35.9142667,11,,
,2300,통영짬뽕,경상남도,고성군,경상남도 고성군 회화면 당항길 154-12,중식,중식당,1283831437,350489039,128.3831437,35.0489039,11,,
,2315,와룡성옛날손짜장,경상남도,함안군,경상남도 함안군 가야읍 가야로 204-4,중식,중식당,1284232570,352791398,128.423257,35.2791398,11,,
,2340,달해돌짜장,경상남도,창녕군,경상남도 창녕군 도천면 영산도천로 305 1층,중식,중식당,1285148178,354321001,128.5148178,35.4321001,11,,
,2359,중국관,강원도,속초시,강원특별자치도 속초시 사진1길 45,중식,중식당,1285898235,382214863,128.5898235,38.2214863,11,,
,2374,국일반점,강원,정선군,강원특별자치도 정선군 고한2길 10,중식,중식당,1288498752,372038662,128.8498752,37.2038662,11,,
,2381,중국관,경상남도,창원시,경상남도 창원시 마산합포구 진동면 광암1길 27,중식,중식당,1284965494,351078989,128.4965494,35.1078989,11,,
,2410,중국관,경상남도,밀양시,경상남도 밀양시 중앙로 68-1,중식,중식당,1287702028,354739851,128.7702028,35.4739851,11,,
,2417,덕취원,강원,정선군,강원특별자치도 정선군 임계면 송계5길 5 2층 덕취원,중식,중식당,1288506358,374955564,128.8506358,37.4955564,11,,
,2427,모옌,경상남도,김해시,경상남도 김해시 분성로288번길 2 1층 모옌,중식,중식당,1288774064,352328238,128.8774064,35.2328238,11,,
,2463,향,강원도,삼척시,강원특별자치도 삼척시 대학로 38,중식,중식당,1291633391,374445095,129.1633391,37.4445095,11,,
,2486,중국관,경상북도,울진군,경상북도 울진군 온정면 소태로 9,중식,중식당,1293443505,367226898,129.3443505,36.7226898,11,,
,2559,동천홍식당,대전광역시,서구,대전광역시 서구 청사로123번길 25,중식,,1273773114,363611061,127.3773114,36.3611061,11,,
,2924,동네커피,전라북도,익산시,전북특별자치도 익산시 무왕로 1106 1층,카페,,1269796511,359583796,126.9796511,35.9583796,11,,
,2934,카페자비화,전라남도,화순군,전라남도 화순군 능주면 죽수길 50 카페 자비화,카페,,1269591363,349877312,126.9591363,34.9877312,11,,
,3210,진심커피숍,강원도,홍천군,강원특별자치도 홍천군 홍천읍 갈마로 54 1층 진심커피숍,카페,,1279021551,376944402,127.9021551,37.6944402,11,,
,3348,교커피도문점,강원도,속초시,강원특별자치도 속초시 설악산로 218 교커피,카페,,1285838933,381638315,128.5838933,38.1638315,11,,
,3417,봄날,강원도,정선군,강원특별자치도 정선군 임계면 송계6길 25-20 1층,카페,,1288525223,374966446,128.8525223,37.4966446,11,,
,3423,동네커피,경상남도,김해시,경상남도 김해시 가락로37번길 13 1층,카페,,1288807086,352296441,128.8807086,35.2296441,11,,
,3469,이상적,경상북도,경주시,경상북도 경주시 임해로 104 카페 이상적,카페,,1292292558,358408804,129.2292558,35.8408804,11,,
,3471,크래프츠맨쉽,울산광역시,울주군,울산광역시 울주군 청량읍 율리영해2길 24-4 1층,카페,,1292416813,355250790,129.2416813,35.525079,11,,
,3910,열두달타르트,강원도,홍천군,강원특별자치도 홍천군 홍천읍 진리로 10,카페,베이커리,1278893988,376912405,127.8893988,37.6912405,11,,
,3941,플라워카페 가인,경상북도,문경시,경상북도 문경시 중앙로 27,카페,플라워카페,1281935493,365890625,128.1935493,36.5890625,11,,
,3963,마루뜰,경상남도,고성군,경상남도 고성군 회화면 당항만로 871-21,카페,카페,1283780508,350500795,128.3780508,35.0500795,11,,
,4027,4416커피바(coffee bar),경상북도,경산시,경상북도 경산시 경안로44길 16 1층,카페,카페,1287382464,358271615,128.7382464,35.8271615,11,,
,4212,1박2일,전남,진도군,전라남도 진도군 임회면 석교길 16,한식,,1261921598,344076430,126.1921598,34.407643,11,,
,4393,왕자정,인천,강화군,인천광역시 강화군 강화읍 북문길 55,한식,,1264841017,377516842,126.4841017,37.7516842,11,,
,4467,예가,제주특별자치도,서귀포시,제주특별자치도 서귀포시 서호중로 82,한식,,1265220377,332540138,126.5220377,33.2540138,11,,
,4469,농부생각,전라남도,함평군,전라남도 함평군 함평읍 시장길 49 함평천지전통시장,한식,,1265238808,350633766,126.5238808,35.0633766,11,,
,4535,남도식당,전라남도,해남군,전라남도 해남군 해남읍 북부순환로 158 산해빌딩,한식,,1265951999,345757917,126.5951999,34.5757917,11,,
,4550,보령수타향,충청남도,보령시,충청남도 보령시 현대로 23,한식,,1266027722,363602953,126.6027722,36.3602953,11,,
,4552,함평해월축산Food시스템,전라남도,함평군,전라남도 함평군 해보면 해삼로 367,한식,,1266049183,351816500,126.6049183,35.18165,11,,
,4611,미담,충청남도,당진시,충청남도 당진시 무수동4길 42 미담(호연빌딩),한식,,1266395129,368925272,126.6395129,36.8925272,11,,
,4613,예당비빔국수,충청남도,당진시,충청남도 당진시 무수동7길 111 어굼터,한식,,1266399744,368917650,126.6399744,36.891765,11,,
,4617,신토불이,충남,예산군,충청남도 예산군 덕산면 수덕사로 1166,한식,,1266426367,366744753,126.6426367,36.6744753,11,,
,4682,대양가든,전남,영암군,전라남도 영암군 영암읍 영암로 1372,한식,,1266804189,347935875,126.6804189,34.7935875,11,,
,4750,대풍집,전라남도,나주시,전라남도 나주시 영산포로 187 영산포우체국,한식,,1267097750,349979000,126.709775,34.9979,11,,
,4774,나주곰탕,경기도,김포시,경기도 김포시 하성면 월하로 884 2층,한식,"곰탕,설렁탕",1266517340,377061903,126.651734,37.7061903,11,,
,4803,1박2일,전라북도,군산시,전북특별자치도 군산시 하포로 29,한식,,1267240145,359565776,126.7240145,35.9565776,11,,
,4814,두거리우신탕군산점,전라북도,군산시,전북특별자치도 군산시 공단대로 85,한식,"찌개,전골",1267322068,359593270,126.7322068,35.959327,11,,
,4818,동진식당,전라북도,부안군,전북특별자치도 부안군 부안읍 시장길 8-2 동진식당,한식,,1267333910,357275081,126.733391,35.7275081,11,,
,4903,토속마을,전남,나주시,전라남도 나주시 봉황면 봉황로 714,한식,,1267804593,349568230,126.7804593,34.956823,11,,
,4947,샤브명가,전라남도,장성군,전라남도 장성군 장성읍 단풍로 177,한식,,1267979494,353187992,126.7979494,35.3187992,11,,
,4948,나주곰탕,전라남도,장성군,전라남도 장성군 장성읍 영천로 184-8,한식,,1267837954,353008898,126.7837954,35.3008898,11,,
,4965,축제갈비,충청남도,청양군,충청남도 청양군 청양읍 문화예술로 180 1층,한식,"육류,고기요리",1268013987,364546540,126.8013987,36.454654,11,,
,4972,진영분식,충남,청양군,충청남도 청양군 청양읍 중앙로13길 14,한식,,1268021767,364534305,126.8021767,36.4534305,11,,
,5004,수정가든,전라북도,김제시,전북특별자치도 김제시 진봉면 해학로 805,한식,,1268115725,358361373,126.8115725,35.8361373,11,,
,5070,칠갑산골,충남,청양군,충청남도 청양군 대치면 장곡길 147,한식,,1268530500,364104821,126.85305,36.4104821,11,,
,5085,터전,충남,부여군,충청남도 부여군 규암면 흥수로 771,한식,,1268661925,362723588,126.8661925,36.2723588,11,,
,5186,미담,전라남도,화순군,전라남도 화순군 도곡면 지석로 1172,한식,,1269241825,349972627,126.9241825,34.9972627,11,,
,5199,시골집,전라북도,순창군,전북특별자치도 순창군 추령로 1162,한식,,1269301500,354325250,126.93015,35.432525,11,,
,5295,시골집,전라남도,화순군,전라남도 화순군 화순읍 안양산로 147-1,한식,,1270039844,350757858,127.0039844,35.0757858,11,,
,5335,택이네조개전골 탕정점,충청남도,아산시,충청남도 아산시 탕정면 탕정면로8번길 15-6,한식,"해물,생선요리",1270586536,367974784,127.0586536,36.7974784,11,,
,5440,조약돌,전라북도,순창군,전북특별자치도 순창군 순창읍 장류로 277,한식,,1271332766,353752380,127.1332766,35.375238,11,,
,5455,우탕가마,충청남도,공주시,충청남도 공주시 한적2길 51-5 1층,한식,,1271396291,364787939,127.1396291,36.4787939,11,,
,5513,풍짬,전라남도,고흥군,전라남도 고흥군 도덕면 고흥만로 1137,한식,,1271970286,346475070,127.1970286,34.647507,11,,
,5517,신토불이,전북,완주군,전북특별자치도 완주군 고산면 고산로 71,한식,,1272048056,359754417,127.2048056,35.9754417,11,,
,5521,해동추어탕,강원도,철원군,강원특별자치도 철원군 철원읍 금학로330번길 1 해동추어탕(1층),한식,,1272122685,382171583,127.2122685,38.2171583,11,,
,5525,남도식당,충청남도,천안시,충청남도 천안시 동남구 성정로 24 남도식당,한식,,1271326461,368140671,127.1326461,36.8140671,11,,
,5529,돼지엄마,강원도,철원군,강원특별자치도 철원군 동송읍 금학로210번길 7-4,한식,,1272196325,382078628,127.2196325,38.2078628,11,,
,5548,봄날,경기도,포천시,경기도 포천시 관인면 관인로 33-1,한식,,1272487365,381585196,127.2487365,38.1585196,11,,
,5559,유가네정육점식당,경기,안성시,경기도 안성시 비룡로 23,한식,,1272649874,370142332,127.2649874,37.0142332,11,,
,5563,직탕가든,강원도,철원군,강원특별자치도 철원군 동송읍 직탕길 94,한식,,1272654311,382092687,127.2654311,38.2092687,11,,
,5615,남도식당,충남,연기군,세종특별자치시 한누리대로 312 노블비지니스타운 201호202호,한식,,1272567003,364922214,127.2567003,36.4922214,11,,
,5686,수플림,전라북도,남원시,전북특별자치도 남원시 시청동로 22-3,한식,,1273920326,354156779,127.3920326,35.4156779,11,,
,5699,청옥모밀,전라북도,남원시,전북특별자치도 남원시 오들1길 9-10,한식,,1273978483,354184105,127.3978483,35.4184105,11,,
,5707,황금보리밭,전라북도,남원시,전북특별자치도 남원시 누른대길 64,한식,,1274089786,354309804,127.4089786,35.4309804,11,,
,5727,남산고을,경기,안성시,경기도 안성시 죽산면 장원남산길 128-5,한식,,1274361280,370703260,127.436128,37.070326,11,,
,5728,송원식당,충북,진천군,충청북도 진천군 진천읍 교성1길 16-10,한식,,1274267869,368490998,127.4267869,36.8490998,11,,
,5754,지리산초원흑돈,전라남도,구례군,전라남도 구례군 산동면 관산구산길 1,한식,,1274604861,353191232,127.4604861,35.3191232,11,,
,5795,한마음정육식당 분평점,충청북도,청주시,충청북도 청주시 서원구 1순환로 1078 3층 한마음정육식당 분평점,한식,"육류,고기요리",1274862864,366060250,127.4862864,36.606025,11,,
,5888,한양막국수.상황버섯반계탕,경기도,여주시,경기도 여주시 흥천면 중부대로 2191,한식,,1275481410,372971259,127.548141,37.2971259,11,,
,5910,의정부부대찌개,충청북도,옥천군,충청북도 옥천군 옥천읍 성왕로 1263 1층,한식,,1275775710,363172813,127.577571,36.3172813,11,,
,5913,옥천묵집,충북,옥천군,충청북도 옥천군 옥천읍 향수7길 8 옥천묵집,한식,,1275830284,363148487,127.5830284,36.3148487,11,,
,6080,시골집,충청북도,괴산군,충청북도 괴산군 칠성면 산막이옛길 315-3,한식,,1278392386,367472409,127.8392386,36.7472409,11,,
,6181,신토불이,강원,홍천군,강원특별자치도 홍천군 화촌면 굴운로75번길 20-5,한식,,1279502924,377360378,127.9502924,37.7360378,11,,
,6202,시래원,강원,양구군,강원특별자치도 양구군 국토정중앙면 봉화산로 457,한식,,1280236189,380748990,128.0236189,38.074899,11,,
,6238,앞들식당,경상남도,사천시,경상남도 사천시 사천읍 옥산로 75 앞들식당,한식,,1280914331,350795792,128.0914331,35.0795792,11,,
,6286,진주식당,경상남도,합천군,경상남도 합천군 합천읍 남정길 13,한식,,1281556766,355622065,128.1556766,35.5622065,11,,
,6291,까치골,경상북도,상주시,경상북도 상주시 북상주로 122,한식,,1281581897,364409283,128.1581897,36.4409283,11,,
,6398,대가야관광농원식당,경북,고령군,경상북도 고령군 대가야읍 대가야로 1455-23,한식,,1282692212,357376905,128.2692212,35.7376905,11,,
,6439,신라식당,경남,고성군,경상남도 고성군 고성읍 동외로151번길 34-4 신라갈비,한식,,1283241262,349752165,128.3241262,34.9752165,11,,
,6470,부흥식당,경북,예천군,경상북도 예천군 개포면 신음리길 28-7,한식,,1283665390,366080986,128.366539,36.6080986,11,,
,6488,평창뚝배기,강원도,평창군,강원특별자치도 평창군 평창읍 종부로 74,한식,,1283881703,373597312,128.3881703,37.3597312,11,,
,6510,능이마을왜관점,경상북도,칠곡군,경상북도 칠곡군 왜관읍 전원1길 42-6 능이마을왜관점,한식,,1284009347,359824477,128.4009347,35.9824477,11,,
,6560,길마정식당,경상남도,함안군,경상남도 함안군 대산면 대산중앙로 7-1,한식,,1284465262,353421373,128.4465262,35.3421373,11,,
,6569,국보반상,경상남도,함안군,경상남도 함안군 산인면 산인로 331 국보반상,한식,,1284680693,352669501,128.4680693,35.2669501,11,,
,6583,길마정식당,경상남도,창녕군,경상남도 창녕군 창녕대로 21,한식,,1284911182,355415214,128.4911182,35.5415214,11,,
,6655,바래봉식당,강원도,속초시,강원특별자치도 속초시 엑스포로 94,한식,,1285817714,381924488,128.5817714,38.1924488,11,,
,6687,맵도리탕속초점,강원도,속초시,강원특별자치도 속초시 동해대로 3958 서희스타힐스더베이1차 1층상가,한식,"육류,고기요리",1286009378,381879497,128.6009378,38.1879497,11,,
,6730,대흥식당,대구광역시,군위군,대구광역시 군위군 부계면 한티로 2161,한식,,1286553902,360615705,128.6553902,36.0615705,11,,
,6793,만복이쭈꾸미낙지볶음,경상북도,안동시,"경상북도 안동시 강남로 285 1층, ,2층",한식,,1287325348,365536908,128.7325348,36.5536908,11,,
,6794,향나무,경상북도,경산시,경상북도 경산시 경안로43길 20,한식,,1287342920,358268249,128.734292,35.8268249,11,,
,6802,부흥식당,강원특별자치도,정선군,강원특별자치도 정선군 칠현로 55,한식,,1287400975,372671489,128.7400975,37.2671489,11,,
,6818,기와집,경상남도,김해시,경상남도 김해시 진영읍 서부로 69-8,한식,,1287640511,352899947,128.7640511,35.2899947,11,,
,6863,토박이 식당,경남,김해시,경상남도 김해시 분성로 264-7,한식,,1288748865,352322850,128.8748865,35.232285,11,,
,6877,송원식당,경상남도,김해시,경상남도 김해시 분성로302번길 12,한식,,1288791843,352319954,128.8791843,35.2319954,11,,
,6932,진주식당,부산,중구,부산광역시 중구 자갈치로 26,한식,,1290271936,350963049,129.0271936,35.0963049,11,,
,7054,진주식당,경북,포항시,경상북도 포항시 북구 송라면 보경로 457-1,한식,,1293197503,362451723,129.3197503,36.2451723,11,,
,7171,대흥식당,전남,강진군,전라남도 강진군 미항로 151,한식,,1268187056,344494922,126.8187056,34.4494922,11,,
,7185,더하고 부대찌개 화순점,전라남도,화순군,전라남도 화순군 화순읍 대교로 87 더하고 부대찌개 화순점,한식,"찌개,전골",1269887803,350636519,126.9887803,35.0636519,11,,
,7231,꽃마실,경상남도,김해시,경상남도 김해시 흥동로35번길 4,한식,,1288527286,352227517,128.8527286,35.2227517,11,,
,7302,이왕이면 오리,전라남도,진도군,전라남도 진도군 진도읍 남문길 12-1 이왕이면 오리,한식,오리요리,1262642685,344794890,126.2642685,34.479489,11,,
,7315,홍가네감자탕,전남,진도군,전라남도 진도군 진도읍 남동1길 10,한식,감자탕,1262593479,344814739,126.2593479,34.4814739,11,,
,7332,홍두깨칼국수,충청남도,태안군,충청남도 태안군 태안읍 정주내2길 1,한식,"칼국수,만두",1263045417,367471694,126.3045417,36.7471694,11,,
,7360,아송,인천광역시,강화군,인천광역시 강화군 강화읍 대월로 17 아송,한식,생선회,1264930476,377441961,126.4930476,37.7441961,11,,
,7397,조선시대,전라남도,무안군,전라남도 무안군 삼향읍 왕산로 119-57,한식,한정식,1264142114,348462834,126.4142114,34.8462834,11,,
,7476,의정부부대찌개,충남,서산시,충청남도 서산시 명륜1로 74 명륜타운,한식,"찌개,전골",1264470953,367838653,126.4470953,36.7838653,11,,
,7496,미담,충청남도,서산시,충청남도 서산시 대산읍 삼길포7로 37 미담,한식,소고기구이,1264515875,369936342,126.4515875,36.9936342,11,,
,7517,시골집,전라남도,영광군,전라남도 영광군 군서면 성지로 743 시골집,한식,국밥,1264584816,352846940,126.4584816,35.284694,11,,
,7560,고삐,충청남도,서산시,충청남도 서산시 쌍연남2로 14,한식,소고기구이,1264659980,367813730,126.465998,36.781373,11,,
,7661,풍전,제주특별자치도,제주시,제주특별자치도 제주시 연동8길 30 대경빌딩 1층,한식,소고기구이,1264904052,334831940,126.4904052,33.483194,11,,
,7695,미담 추어탕,전라남도,영광군,전라남도 영광군 영광읍 대하길 35,한식,추어탕,1264972029,352740847,126.4972029,35.2740847,11,,
,7808,한아름,전라남도,해남군,전라남도 해남군 마산면 산이로 332 한아름식육점,한식,소고기구이,1265276899,346102116,126.5276899,34.6102116,11,,
,7813,소라횟집,제주특별자치도,제주시,제주특별자치도 제주시 구좌읍 해맞이해안로 1240-3 1층소라횟집,한식,생선회,1268462648,335324704,126.8462648,33.5324704,11,,
,7929,은적산한우전문점,전라남도,영암군,전라남도 영암군 서호면 장동길 4,한식,소고기구이,1265812079,347552678,126.5812079,34.7552678,11,,
,7973,병천오가피순대,충청남도,보령시,충청남도 보령시 봉황로 72-11,한식,"순대,순댓국",1266001858,363601933,126.6001858,36.3601933,11,,
,7997,나주곰탕,전라남도,함평군,전라남도 함평군 해보면 밀재로 1293,한식,"곰탕,설렁탕",1266048645,351810447,126.6048645,35.1810447,11,,
,8072,동아리동태찜탕,충청남도,당진시,충청남도 당진시 청룡길 47 동아리동태찜탕,한식,"매운탕,해물탕",1266333169,368861550,126.6333169,36.886155,11,,
,8097,홍두깨칼국수,인천광역시,미추홀구,인천광역시 미추홀구 토금중로40번길 7,한식,"칼국수,만두",1266376014,374522974,126.6376014,37.4522974,11,,
,8212,대흥식당,충청남도,예산군,충청남도 예산군 덕산면 수덕사안길 37-1,한식,한정식,1266206481,366568390,126.6206481,36.656839,11,,
,8347,나주곰탕,전남,나주시,전라남도 나주시 금성관길 6-1,한식,"곰탕,설렁탕",1267168760,350322285,126.716876,35.0322285,11,,
,8359,호남식당,전라남도,나주시,전라남도 나주시 이창택지길 6-10,한식,"해물,생선요리",1267066954,349947189,126.7066954,34.9947189,11,,
,8364,길가든,충청남도,서천군,충청남도 서천군 마서면 장서로 719,한식,"사철,영양탕",1267075270,360649244,126.707527,36.0649244,11,,
,8389,매월숯불풍천장어,전라북도,고창군,전북특별자치도 고창군 고창읍 중앙로 326,한식,"장어,먹장어요리",1267111664,354346486,126.7111664,35.4346486,11,,
,8404,송원식당,전북,고창군,전북특별자치도 고창군 고창읍 월곡10길 26 송원식당,한식,오리요리,1267137286,354360150,126.7137286,35.436015,11,,
,8461,일산칼국수,경기,김포시,경기도 김포시 돌문로 15,한식,"칼국수,만두",1267212193,376181730,126.7212193,37.618173,11,,
,8579,서문정,전라남도,강진군,전라남도 강진군 강진읍 서문길 7 1층,한식,"육류,고기요리",1267637531,346390087,126.7637531,34.6390087,11,,
,8707,화로담,전라남도,나주시,전라남도 나주시 배멧1길 30-2,한식,소고기구이,1267923624,350198208,126.7923624,35.0198208,11,,
,8733,청양임꺽정,충남,청양군,충청남도 청양군 청양읍 고리섬들길 71,한식,"육류,고기요리",1268011000,364476749,126.8011,36.4476749,11,,
,8746,대명산 장어,전라남도,장성군,전라남도 장성군 장성읍 단풍로 236,한식,"장어,먹장어요리",1268015213,353229877,126.8015213,35.3229877,11,,
,8749,고금한우,전라남도,완도군,전라남도 완도군 고금로 666,한식,소고기구이,1268020156,344011591,126.8020156,34.4011591,11,,
,8798,고려조삼계탕(본점),전라남도,장성군,전라남도 장성군 진원면 못재로 172-3,한식,"백숙,삼계탕",1268124771,352524715,126.8124771,35.2524715,11,,
,8807,김명자낙지마당,경기도,화성시,경기도 화성시 향남읍 상신하길로144번길 21-15,한식,낙지요리,1269009024,371040119,126.9009024,37.1040119,11,,
,8818,전라도횟집,충남,당진시,충청남도 당진시 신평면 삽교천길 96,한식,생선회,1268256909,368872380,126.8256909,36.887238,11,,
,8875,기와집,광주광역시,서구,광주광역시 서구 시청서편로12번길 6 기와집,한식,추어탕,1268461831,351599379,126.8461831,35.1599379,11,,
,8895,예가석갈비,충청남도,예산군,충청남도 예산군 예산읍 예산로 229 1층,한식,"육류,고기요리",1268501940,366802558,126.850194,36.6802558,11,,
,8938,늘바다,전라북도,군산시,전북특별자치도 군산시 임피면 남상1길 2 늘사랑,한식,"해물,생선요리",1268575225,359857182,126.8575225,35.9857182,11,,
,8957,공원칼국수,광주광역시,서구,광주광역시 서구 상무오월로3번길 11 1층공원칼국수,한식,"칼국수,만두",1268596661,351565391,126.8596661,35.1565391,11,,
,8967,어쩌다토종닭,광주광역시,서구,광주광역시 서구 상일로54번길 5,한식,"백숙,삼계탕",1268638492,351604197,126.8638492,35.1604197,11,,
,8968,강서방생선구이,전라남도,장성군,전라남도 장성군 진원면 학산길 2-3 강서방생선구이,한식,생선구이,1268644019,352658344,126.8644019,35.2658344,11,,
,9071,일품 양평해장국,전라남도,장흥군,전라남도 장흥군 장흥읍 장흥대로 3546 일품양평해장국,한식,해장국,1269054399,346801425,126.9054399,34.6801425,11,,
,9204,추어탕달인,전라북도,익산시,전북특별자치도 익산시 함열읍 함열로 58,한식,추어탕,1269578635,360791536,126.9578635,36.0791536,11,,
,9227,일인자,전라북도,익산시,전북특별자치도 익산시 함열읍 익산대로 1831 1인자감자탕뼈해장국,한식,감자탕,1269670654,360814766,126.9670654,36.0814766,11,,
,9316,신토불이,서울,종로구,서울특별시 종로구 수표로22길 2,한식,오리요리,1269896580,375709731,126.989658,37.5709731,11,,
,9323,행복한 임금님,전라남도,담양군,전라남도 담양군 담양읍 지침6길 78-9 행복한임금님 담양점,한식,한정식,1269902459,353181898,126.9902459,35.3181898,11,,
,9358,전라도횟집,서울특별시,종로구,서울특별시 종로구 창경궁로 88 광장시장,한식,생선회,1270009669,375700400,127.0009669,37.57004,11,,
,9389,청주본가,충청남도,논산시,충청남도 논산시 연산면 황산벌로 1492-1 청주본가,한식,갈비탕,1272182208,362126829,127.2182208,36.2126829,11,,
,9419,시골집,경기,수원시,경기도 수원시 팔달구 경수대로480번길 11-17,한식,"해물,생선요리",1270284968,372696124,127.0284968,37.2696124,11,,
,9424,유성장어셀프,전라남도,담양군,전라남도 담양군 금성면 와룡길 40-25,한식,"장어,먹장어요리",1270310389,353403246,127.0310389,35.3403246,11,,
,9426,장흥갯마을,전라남도,장흥군,전라남도 장흥군 안양면 수문용곡로 141,한식,조개요리,1270312312,346327983,127.0312312,34.6327983,11,,
,9456,남도,경기도,수원시,경기도 수원시 영통구 센트럴타운로 85 광교아브뉴프랑 1층 아띠존 C111,한식,한정식,1270516287,372908397,127.0516287,37.2908397,11,,
,9529,미담,충청남도,논산시,"충청남도 논산시 시민로331번길 30-1 ,",한식,쌈밥,1270872434,361941522,127.0872434,36.1941522,11,,
,9542,양달가든,충청남도,공주시,충청남도 공주시 우성면 해포길 40-13,한식,닭요리,1270932763,364800807,127.0932763,36.4800807,11,,
,9557,이등병부대찌개,충청남도,논산시,충청남도 논산시 시민로194번길 17 이등병 부대찌개,한식,"찌개,전골",1270999823,361854885,127.0999823,36.1854885,11,,
,9623,의정부부대찌개,충청남도,공주시,충청남도 공주시 국고개길 6-1 1층,한식,"찌개,전골",1271251420,364544110,127.125142,36.454411,11,,
,9639,동아리동태찜탕,충남,공주시,충청남도 공주시 번영2로 40-12 공원원룸 1층,한식,"매운탕,해물탕",1271340953,364708262,127.1340953,36.4708262,11,,
,9644,녹동항횟집,전라남도,고흥군,전라남도 고흥군 도양읍 비봉로 156,한식,생선회,1271346858,345275309,127.1346858,34.5275309,11,,
,9660,진미횟집,전남,고흥군,전라남도 고흥군 도양읍 비봉로 200 공동주택,한식,생선회,1271369410,345238270,127.136941,34.523827,11,,
,9661,자연골농원,충남,공주시,충청남도 공주시 의당면 의당길 114-41 자연골농원,한식,"백숙,삼계탕",1271380853,365143107,127.1380853,36.5143107,11,,
,9683,통뼈,전남,고흥군,전라남도 고흥군 고흥읍 서문여산길 36-2 일반음식점,한식,감자탕,1272824771,346093027,127.2824771,34.6093027,11,,
,9694,예가석갈비,충청남도,공주시,충청남도 공주시 느티나무길 40,한식,"육류,고기요리",1271212699,364636921,127.1212699,36.4636921,11,,
,9695,예가,충남,공주시,충청남도 공주시 금벽로 535,한식,"육류,고기요리",1271432934,364619874,127.1432934,36.4619874,11,,
,9773,청주본가,충청남도,천안시,충청남도 천안시 동남구 순천향4길 60,한식,갈비탕,1271373787,368029119,127.1373787,36.8029119,11,,
,9774,시골집,전북특별자치도,임실군,전북특별자치도 임실군 청웅면 청운로 6 시골집,한식,"곰탕,설렁탕",1272007128,355693975,127.2007128,35.5693975,11,,
,9793,오리명가,강원도,철원군,강원특별자치도 철원군 동송읍 이평1로38번길 22,한식,오리요리,1272146824,382081969,127.2146824,38.2081969,11,,
,9795,운정가든,강원,철원군,강원특별자치도 철원군 동송읍 이평로 76 운정가든,한식,소고기구이,1272153189,382091602,127.2153189,38.2091602,11,,
,9801,항아리 닭갈비,강원도,철원군,강원특별자치도 철원군 동송읍 금학로 229,한식,닭갈비,1272172030,382089092,127.217203,38.2089092,11,,
,9845,오리명가,경기도,안성시,경기도 안성시 대덕면 외건지안길 6,한식,오리요리,1272415350,370132168,127.241535,37.0132168,11,,
,9903,이차로 왕갈비탕,전라남도,고흥군,전라남도 고흥군 고흥읍 고흥로 1628,한식,갈비탕,1272777120,345995210,127.277712,34.599521,11,,
,9920,고흥뚝섬한우,전라남도,고흥군,전라남도 고흥군 고흥읍 봉동주공길 15 지도,한식,한정식,1272892716,346069964,127.2892716,34.6069964,11,,
,9938,메란명가,전라남도,곡성군,전라남도 곡성군 곡성읍 곡성로 822 메란명가,한식,"육류,고기요리",1272941132,352780741,127.2941132,35.2780741,11,,
,9944,두목소머리국밥,전라남도,곡성군,전라남도 곡성군 곡성읍 곡성로 848 두목소머리국밥,한식,한정식,1272964960,352791701,127.296496,35.2791701,11,,
,9954,기와집,강원도,철원군,강원특별자치도 철원군 갈말읍 갈말로 369 기와집,한식,쌈밥,1273064827,381858336,127.3064827,38.1858336,11,,
,9974,옹기종기,경기도,포천시,경기도 포천시 영북면 산정호수로 836,한식,국수,1273232173,380765189,127.3232173,38.0765189,11,,
,10000,기와집,경기,안성시,경기도 안성시 금광면 삼흥로 95,한식,"장어,먹장어요리",1273345650,370005940,127.334565,37.000594,11,,
,10021,뚱돼지주먹구이,대전광역시,서구,대전광역시 서구 청사로 160,한식,돼지고기구이,1273814464,363594041,127.3814464,36.3594041,11,,
,10049,가말추어탕,전라북도,남원시,전북특별자치도 남원시 시청동로 24-14 홍일의료기,한식,추어탕,1273923609,354160265,127.3923609,35.4160265,11,,
,10055,김명자낙지마당,전라북도,남원시,전북특별자치도 남원시 용성로 188,한식,낙지요리,1273941160,354146670,127.394116,35.414667,11,,
,10079,예가,경기도,안성시,경기도 안성시 죽산면 구교동길 15,한식,"육류,고기요리",1274169929,370742641,127.4169929,37.0742641,11,,
,10144,시골집,경기,양평군,경기도 양평군 강상면 강남로 728,한식,두부요리,1274592820,374943375,127.459282,37.4943375,11,,
,10167,이왕이면 오리,전라남도,구례군,전라남도 구례군 구례읍 중앙로 7,한식,오리요리,1274677173,352062298,127.4677173,35.2062298,11,,
,10176,광양참숯불고기,전남,구례군,전라남도 구례군 구례읍 서시천로 76-7 광양숯불갈비,한식,"육류,고기요리",1274676958,352150982,127.4676958,35.2150982,11,,
,10193,성운영양촌,경기,양평군,경기도 양평군 강상면 진변2길 3-1,한식,"사철,영양탕",1274836902,374834765,127.4836902,37.4834765,11,,
,10201,김명자낙지마당,경기도,양평군,경기도 양평군 양서면 목왕로 39,한식,낙지요리,1273268772,375439676,127.3268772,37.5439676,11,,
,10211,호남식당,전라남도,순천시,전라남도 순천시 장명2길 3 단독주택,한식,주꾸미요리,1274865251,349513396,127.4865251,34.9513396,11,,
